perturbation_id	matched_reversal	exceeds_rictor
ENSG00000139163	-0.007724637762899451	False
ENSG00000171223	0.07823682298158681	False
ENSG00000170581	0.09542473784831491	False
ENSG00000069399	0.09341560797729505	False
ENSG00000167770	-0.17695927651690369	False
ENSG00000100425	0.15824310035462288	True
ENSG00000128590	0.01569133226481709	False
ENSG00000115568	-0.02147874468309562	False
ENSG00000010539	0.01524422602251519	False
ENSG00000174177	-0.020884466600208443	False
ENSG00000137076	0.05788916073937752	False
ENSG00000100075	0.03293159340716769	False
ENSG00000088035	-0.007205352804995961	False
ENSG00000138081	0.1818135942067434	True
ENSG00000120733	0.09603637321773449	False
ENSG00000159063	-0.041453676188958254	False
ENSG00000135482	0.05681132674507417	False
ENSG00000109118	0.0511915314315921	False
ENSG00000138780	-0.113397891787043	False
ENSG00000166024	0.01836453857203696	False
ENSG00000161654	0.04460191810642713	False
ENSG00000171865	-0.05521930462922525	False
ENSG00000169446	0.0007747227160947696	False
ENSG00000114423	-0.14977511915458705	False
ENSG00000122696	0.06966856158546038	False
ENSG00000114354	-0.06566638671234772	False
ENSG00000162063	-0.007051444231553373	False
ENSG00000037637	-0.04319339178659281	False
ENSG00000156860	-0.03830753868682899	False
ENSG00000141646	0.05133585873530081	False
ENSG00000086598	0.0805199795311488	False
ENSG00000130311	-0.08989401001719051	False
ENSG00000120254	0.09503298690484208	False
ENSG00000123505	-0.056288498728876535	False
ENSG00000186566	0.009267197276267293	False
ENSG00000137275	-0.029264764566909476	False
ENSG00000168769	0.15276079154288819	True
ENSG00000131652	0.008856380919232036	False
ENSG00000028310	-0.026969073188366638	False
ENSG00000120616	-0.04739205503145066	False
ENSG00000143324	0.006038059359828217	False
ENSG00000111790	-0.014463839741969388	False
ENSG00000112697	-0.0054227740210955515	False
ENSG00000185591	0.044039433179347304	False
ENSG00000177463	-0.04854544059276081	False
ENSG00000153391	0.03474263528766011	False
ENSG00000075426	0.09019415658913343	False
ENSG00000101040	0.00442897652973268	False
ENSG00000125834	-0.04387757995945823	False
ENSG00000101997	0.01694319799643983	False
ENSG00000119421	-0.008561826927594206	False
ENSG00000167447	0.02400808042696116	False
ENSG00000092531	-0.03602042893294528	False
ENSG00000101442	0.04558166888371947	False
ENSG00000132522	-0.09980991061344391	False
ENSG00000130749	0.07349736446881261	False
ENSG00000100104	0.005179637914207401	False
ENSG00000135829	0.06591173032949262	False
ENSG00000112130	-0.07872642984413968	False
ENSG00000083642	0.02622406180809676	False
ENSG00000005483	-0.06992473405310276	False
ENSG00000116604	0.036352517181997335	False
ENSG00000132436	-0.10282544435156778	False
ENSG00000156374	0.0037532293793992428	False
ENSG00000126267	-0.020925444390440907	False
ENSG00000198924	-0.04358685216417143	False
ENSG00000130348	0.09015112911223376	False
ENSG00000204469	-0.04141411897507669	False
ENSG00000126804	0.05909744418995002	False
ENSG00000025796	0.06403962689856882	False
ENSG00000120688	0.07138524259537134	False
ENSG00000179271	-0.01328247612230385	False
ENSG00000170946	-0.023101726072050466	False
ENSG00000171314	0.09087353323189329	False
ENSG00000125885	-0.07962725068617958	False
ENSG00000168214	0.0028141144783639083	False
ENSG00000173276	0.03734174043703739	False
ENSG00000112282	0.011041764951209865	False
ENSG00000109971	0.03385565475691759	False
ENSG00000102471	0.06528480026476785	False
ENSG00000163798	-0.013633238152177865	False
ENSG00000072506	-0.06486185725990004	False
ENSG00000168813	0.0375346903728784	False
ENSG00000150527	0.07977415977277372	False
ENSG00000106009	0.020223674669864775	False
ENSG00000183978	-0.0791473097395901	False
ENSG00000139718	0.06842794624298389	False
ENSG00000168564	0.028619033967949806	False
ENSG00000111726	0.05903868400115141	False
ENSG00000116954	0.06116636673052703	False
ENSG00000123374	0.05483317921540933	False
ENSG00000197858	-0.009354452298777655	False
ENSG00000060237	-0.10437486548508919	False
ENSG00000107815	-0.03668936812790007	False
ENSG00000032389	0.08643622497395821	False
ENSG00000169019	0.06404283368742153	False
ENSG00000158290	0.012223137209807819	False
ENSG00000160199	-0.02771992874518706	False
ENSG00000172943	0.06880640739135152	False
ENSG00000101266	0.002509965262213081	False
ENSG00000137200	0.043703517037007956	False
ENSG00000029363	0.01900186196407852	False
ENSG00000177683	0.0245752501968011	False
ENSG00000184162	-0.019450345422008665	False
